X,Y,OBJECTID,Number,Legal_Name,Business_Name,Capacity_Per_PEU,Address,Address_2,City,County,Zip_Code,Phone_Number,Latitude,Longitude,CountyName
-118.4443219,34.1694202250001,264,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF SHERMAN OAKS #3,6,5426 TYRONE AVE,,SHERMAN OAKS,Riverside,91401,8184793700,34.169420224693,-118.444321899882,Los Angeles County
-117.549129863,33.8718009290001,265,1699153726,CORONA RESIDENTIAL CARE            ,CORONA RESIDENTIAL CARE CENT       ,125,1400 CIRCLE CITY DRIVE,,CORONA              ,Riverside,92879,9517350252,33.871800929248,-117.54912986306,Riverside County
-117.570375892,33.849664197,266,1295254316,CORONA RCFE LLC,CORONA RCFE,49,2600 S MAIN STREET,,CORONA,RIVERSIDE,92882,951-736-4900,33.849664197233,-117.570375892134,Riverside County
-118.444321481,34.1695554670001,267,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF SHERMAN OAKS #4,6,5430 TYRONE AVE,,SHERMAN OAKS,Riverside,91401,8184793700,34.169555466701,-118.444321480787,Los Angeles County
-118.444320894,34.1696925110001,268,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF SHERMAN OAKS #5,6,5436 TYRONE AVE,,SHERMAN OAKS,Riverside,91401,8184793700,34.169692510818,-118.444320894053,Los Angeles County
-118.426818893,34.1775124490001,269,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF VALLEY GLEN #1,6,5881 HILLVIEW PARK AVE,,VALLEY GLEN,Riverside,91401,8184793700,34.177512449295,-118.42681889349,Los Angeles County
-118.425291208,34.1761090250001,270,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF VALLEY GLEN #3,6,5805 HILLVIEW PARK AVE,,VALLEY GLEN,Riverside,91401,8184793700,34.176109025337,-118.425291207817,Los Angeles County
-118.424950483,34.175791938,271,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF VALLEY GLEN #2,6,5797 HILLVIEW PARK AVE,,VALLEY GLEN,Riverside,91401,8184793700,34.17579193794,-118.424950483453,Los Angeles County
-117.10606573,33.1761882100001,272,1184013401,COUNTRY CLUB GUEST HOME INC.       ,COUNTRY CLUB GUEST HOME            ,30,25533 RUA MICHELLE,,ESCONDIDO           ,San Diego ,92026,7607470957,33.176188209642,-117.106065730148,San Diego County
-121.387006688,38.604003102,273,1578044350,SOLAR SENIOR LIVING 2 LLC          ,COUNTRY CLUB MANOR                 ,112,2100 BUTANO DRIVE,,SACRAMENTO          ,Sacramento,95825,9164819240,38.604003101869,-121.387006687646,Sacramento County
-118.433477896,34.184378988,274,1568030351,COLONY CARE OF SHERMAN OAKS / VALLEY GLEN LLC,COTTAGES AT THE COLONY OF VALLEY GLEN #4,6,6245 MATILIJA AVE,,VALLEY GLEN,Riverside,91401,8184793700,34.184378988195,-118.433477896468,Los Angeles County
-117.932745934,34.0622695370001,275,1124676549,EMES MANAGEMENT INC                ,COUNTRY VIEW ASSISTED LIVING       ,136,824 W CAMERON AVE,,WEST COVINA         ,Los Angeles,91790,6269623511,34.062269536807,-117.932745934433,Los Angeles County
-118.136205821,33.942615103,276,1013319516,MILOGA ENTERPRISES INC             ,COUNTRY INN OF DOWNEY              ,150,11111 MYRTLE ST,,DOWNEY              ,Los Angeles,90241,5628692401,33.94261510295,-118.136205821362,Los Angeles County
-118.372178791,34.0525029020001,277,1487346169,"WEST PICO TERRACE ASSISTED LIVING CENTER, LP","COUNTRY WEST PICO TERRACE ASSISTED LIVING CENTER, LVILLA TERR ASST LIV        ",136,6050 W PICO BLVD,,LOS ANGELES         ,Los Angeles,90035,3236535565,34.052502901838,-118.372178791203,Los Angeles County
-118.445482961,34.1970407750001,278,1114306685,PLAZA RESIDENTIAL                  ,COURTYARD PLAZA                    ,195,6951 LENNOX AVE,,VAN NUYS            ,Los Angeles,91405,8187805005,34.197040774951,-118.44548296111,Los Angeles County
-117.741482387,33.6191990340001,279,1336889898,COZY HOME SENIOR CARE INC,COZY HOME SENIOR CARE,6,22272 TERNI,,LAGUNA HILLS,Orange,92653,310-308-0925,33.619199033649,-117.741482387176,Orange County
-121.384061622,38.5988768980001,280,1053684811,COURTYARD TERRACE                  ,COURTYARD TERRACE                  ,40,3408 ALTA ARDEN EXPWY,,SACRAMENTO          ,Sacramento,95825,9164861281,38.598876897524,-121.384061622147,Sacramento County
-122.030563933,37.3562344380001,281,1013680453,ARKHAM OPERATIONS LLC,CRESCENT OAKS,44,147 CRESCENT AVE,,SUNNYVALE,Santa Clara,94087,408-730-4004,37.356234438418,-122.030563932858,Santa Clara County
-117.537238876,33.8174300380001,282,1639539695,CRESENCIA CARE HOME INC            ,CRESENCIA CARE HOME INC            ,6,1785 HONORS LANE,,CORONA              ,Riverside,92883,9514275086,33.81743003792,-117.53723887612,Riverside County
-117.528142583,33.9399829340001,283,1588219521,CREST VILLA LLC                    ,CREST VILLA                        ,15,4014 CALIFORNIA AVE,,NORCO               ,Riverside,92860,9092144004,33.939982933896,-117.528142583337,Riverside County
-117.525883744,33.947106671,284,1922582667,"RAMASAR, GHISLAINE",CREST HOME FOR THE ELDERLY,29,4460 CREST VIEW DR,,NORCO,Riverside,92860,951-736-2921,33.947106671495,-117.52588374425,Riverside County
-117.917740316,33.6394818140001,285,1023708906,CROSS CREEK MANOR INC,CROSS CREEK MANOR,0,138 EAST 18TH STREET,,COSTA MESA          ,Orange,92627,(714) 519-5878,33.63948181441,-117.917740316092,Orange County
-118.168010785,33.7728914960001,286,1154592467,IRA DAVID ENTERPRISES              ,CROFTON MANOR INN                  ,213,1950 EAST 5TH STREET,,LONG BEACH          ,Los Angeles,90802,5624370093,33.772891496202,-118.168010785323,Los Angeles County
-117.954077375,33.877658916,287,1164130191,CROWN INVESTMENTS AND MGMT,CROWN MANOR AT PASEO GRANDE,6,819 NORTH DELPHINE PLACE,,FULLERTON,ORANGE,92833,714-743-7516,33.877658915649,-117.9540773751,Orange County
-118.00435949,33.899448385,288,1447968474,CROWN INVESTMENTS AND MGMT,CROWN MANOR,6,15327 CAMPILLOS ROAD,,LA MIRADA,LOS ANGELES,90638,714-562-0552,33.899448385415,-118.00435949024,Los Angeles County
-117.950615649,33.6926808320001,289,1508320813,"CRYSTAL COVE CARE, INC             ",CRYSTAL COVE CARE #1               ,6,18600 LOS LEONES ST,,FOUNTAIN VALLEY     ,Orange,92708,7145932687,33.692680831855,-117.950615649089,Orange County
-117.21255672,34.491774139,290,1477280931,CRYSTAL GARDEN RCFE LLC,CRYSTAL GARDEN RCFE,10,13224 IROQUOIS RD,,APPLE VALLEY,San Bernardino,92308,760-503-9180,34.491774139224,-117.212556720345,San Bernardino County
-118.206468885,34.097018351,291,1770039844,"D4,INC.                            ","D4,INC.                            ",100,4541 N. FIGUEROA STREET,,LOS ANGELES         ,Los Angeles,90065,3232231221,34.097018350892,-118.206468884929,Los Angeles County
-121.454199628,38.46865762,292,1881225795,DANIEL RESIDENTIAL CARE HOME       ,DANIEL RESIDENTIAL CARE HOME       ,6,4295 AMAPOLA WAY,,SACRAMENTO          ,Sacramento,95823,9168224147,38.468657619538,-121.454199627719,Sacramento County
-117.202597008,34.4635588090001,293,1417275967,GLECO LLC                          ,D'ADAMS FAMILY CARE                ,5,11665 CIBOLA RD,,APPLE VALLEY        ,San Bernardino,92308,7603715153,34.463558809116,-117.202597007715,San Bernardino County
-117.837882237,33.7871165920001,294,1083373302,LUXURY LIVING SENIOR CARE LLC,CYECREST GUEST HOME,6,139 S LINCOLN ST,,ORANGE,Orange,92866,714-580-6839,33.787116591719,-117.837882236502,Orange County
-121.145008654,38.6770085570001,295,1437824067,DANI'S HELPING HANDS INC,DANI'S HELPING HANDS,6,108 REMINGTON DRIVE,,FOLSOM,SACRAMENTO,95630,916-201-4863,38.677008556517,-121.145008653936,Sacramento County
-119.76714598,36.8446910370001,296,1407513278,DEANNA'S PLACE INC,DEANNA'S PLACE,6,951 E ALLUVIAL AVE,,FRESNO,Fresno,93720,5595708763,36.844691036662,-119.767145980041,Fresno County
-121.294596457,37.984616332,297,1407997281,A1 DEL MONTE INC.                  ,DEL MONTE ASSISTED LIVING          ,0,517 E FULTON STREET,,STOCKTON            ,San Joaquin,95204,9252220430,37.984616331749,-121.294596456594,San Joaquin County
-118.129867594,34.140906876,298,1043958572,DEL MAR PARK LLC,DEL MAR PARK,60,990 E DEL MAR BLVD,,PASADENA,Los Angeles,91106,626-577-0215,34.140906876019,-118.129867593818,Los Angeles County
-117.155739738,33.725388862,299,1841940350,DELICARE I HEALTH SERVICES INC,DELICARE I HEALTH SERVICES INC,6,27143 SETTLEMENT STREET,,MENIFEE,Riverside,92585,909-559-7200,33.725388862065,-117.155739738213,Riverside County
-117.105976966,33.522484821,300,1134888290,DELICARE HEALTH SERVICES,DELICARE HEALTH SERVICES,6,31416 CHEMIN CHEVALIER,,TEMECULA,Riverside,92591,9095597200,33.522484821045,-117.105976965793,Riverside County
-118.303892919,33.839789938,301,1770717209,HOME FOR LIFE FOUNDATION           ,DENKER HOUSE                       ,8,20902 DENKER AVE,,TORRANCE            ,Los Angeles,90501,3103377417,33.839789938107,-118.303892919004,Los Angeles County
-117.582901557,33.9458294790001,302,1902540602,LESLEY S VANNOY,DELLBROOK GUEST HOME,6,13731 DELLBROOK STREET,,CORONA,Riverside,92880,951-220-7860,33.945829478999,-117.582901556782,Riverside County
-116.190954939,33.7313376660001,303,1558067355,DESERT COTTAGES LLC,DESERT COTTAGES III,6,43745 PETTIROSSO ST,,INDIO,RIVERSIDE,92203,760-342-7767,33.731337666386,-116.19095493862,Riverside County
-116.209194244,33.743444621,304,1578260691,DESERT COTTAGES LLC,DESERT COTTAGE II,6,83-421 MATADOR COURT,,INDIO,RIVERSIDE,92203,760-342-7767,33.743444621268,-116.209194243749,Riverside County
-117.323054847,34.5407247470001,305,1164045803     ,DESERT HORIZON RESIDENTIAL         ,DESERT HORIZON RESIDENTIAL         ,0,15952 CONDOR ROAD,,VICTORVILLE         ,San Bernardino,92394,7609535286,34.540724747135,-117.323054846992,San Bernardino County
-116.204834088,33.7433349630001,306,1306543426,DESERT COTTAGES LLC,DESERT COTTAGE,6,83-617 HIMILAYA DRIVE,,INDIO,RIVERSIDE,92203,760-342-7767,33.743334963483,-116.204834087841,Riverside County
-118.514766264,34.257632002,307,1104438977,ERMANITA CORPORATION,DEVONSHIRE ELDERLY CARE,6,17441 DEVONSHIRE ST,,NORTHRIDGE,Los Angeles,91325,3109558213,34.257632002354,-118.514766264015,Los Angeles County
-119.768268401,36.804216545,308,1518400886,"AGORANYAN, RIMA                    ",DIGNITY CARE HOME                  ,6,3274 E ACACIA AVE,,FRESNO              ,Fresno,93726,5593857115,36.804216544518,-119.768268400695,Fresno County
-121.387174661,38.41439431,309,1710614169,SUNQUEST RESOURCES INC,DIAMOND OAK SENIOR CARE,6,8636 DIAMOND OAK WAY,,ELK GROVE,SACRAMENTO,95624,916-690-8874,38.414394309937,-121.387174660986,Sacramento County
-118.149872347,34.6856936180001,310,1093460164,COMPASSIONATE ELDERLY CARE MGT,COMPASSIONATE ELDERLY CARE MGT,6,44161 11TH ST WEST,,LANCASTER,Los Angeles,94534,6619419178,34.685693618229,-118.149872346851,Los Angeles County
-117.973593128,33.655846894,311,1710760442,FDL SYNERGY INC,DORSETT SENIOR MANOR,6,8831 DORSETT DR,,HUNTINGTON BEACH,ORANGE,92646,214-476-6864,33.655846893627,-117.973593127901,Orange County
-122.150973744,37.7437825440001,312,1871037838,"DNALOR CARE HOMES, LLC             ","DNALOR CARE HOMES, LLC             ",4,2706 106TH AVENUE,,OAKLAND             ,Alameda,94605,5107566122,37.743782544389,-122.150973743829,Alameda County
-117.65775958,34.0960889240001,313,1275214785,HK BEYOND CARE INC,DIVINE MANOR CARE 2,6,544 W 9TH STREET,,UPLAND,SAN BERNARDINO,91786,347-449-2449,34.096088923559,-117.657759579671,San Bernardino County
-118.133390172,33.9365117780001,314,1003952037,BROOKSHIRE PARTNERS                ,DOWNEY RETIREMENT CENTER           ,252,11500 DOLAN AVE,,DOWNEY              ,Los Angeles,90241,5628692416,33.936511778243,-118.133390172447,Los Angeles County
-118.268444174,34.1607607550001,315,1063299733,DRYDEN GARDENS INC,DRYDEN GARDENS INC,6,610 W DRYDEN ST,,GLENDALE,LOS ANGELES,91202,818-919-4139,34.160760754794,-118.268444174094,Los Angeles County
-122.070241348,37.6370597110001,316,1336786490,SCOTT VILLAS CORP,DIANA'S CARE HOME,35,27402 MANON AVENUE,,HAYWARD,ALAMEDA,94545,510-782-8808,37.637059710751,-122.070241347919,Alameda County
-117.311352201,34.431825175,317,1417275967,GLECO LLC                          ,D'VINE HOME RCFE                   ,10,16123 VINE STREET,,HESPERIA            ,San Bernardino,92345,7609814595,34.431825175151,-117.311352201417,San Bernardino County
-116.507527519,33.9435481350001,318,1588154116,DULCE VILLA                        ,DULCE VILLA I                      ,6,66147 S AGUA DULCE DR,,DESERT HOT SPRING   ,Riverside,92240,9096367848,33.943548134502,-116.507527519254,Riverside County
-117.352206855,33.9971012870001,319,1790265650,JUAN CORNELL,EAGEL TIME CARE FACILITY,6,1622 PALERMO DR,,RIVERSIDE,RIVERSIDE,92507,562-685-4610,33.997101287356,-117.352206854779,Riverside County
-117.541693941,33.817201547,320,1710395777,EAGLE GLEN CARE HOME INC           ,EAGLE GLEN CARE HOME INC           ,6,1697 HONORS CIRCLE,,CORONA              ,Riverside,92883,9515829230,33.81720154724,-117.541693941477,Riverside County
-116.507387625,33.9435195940001,321,1588154116,DULCE VILLA                        ,DULCE VILLA II                     ,6,66171 S AGUA DULCE DR,,DESERT HOT SPRING   ,Riverside,92240,7602514606,33.943519594121,-116.50738762529,Riverside County
-117.541727134,33.9612855410001,322,1831804657,WP ENTERPRISE LLC,EARLY BIRD CARE HOME,6,11860 CONFLUENCE DR,,JURUPA VALLEY,RIVERSIDE,91752,657-722-9269,33.961285540816,-117.541727133813,Riverside County
-122.096729168,37.708483207,323,1740825611,SPECIAL REQUEST LLC                ,EDEN ASSISTED LIVING               ,0,18787 CARLTON AVENUE,,CASTRO VALLEY       ,Alameda,94546,5108850557,37.708483206904,-122.096729167782,Alameda County
-118.080983329,33.8836457740001,324,1801493101,DREAM CARE HOME LLC                ,DREAM CARE HOME LLC                ,6,11838 163RD ST,,NORWALK             ,Los Angeles,90650,5624047010,33.883645773811,-118.080983328671,Los Angeles County
-118.543921792,34.186626931,325,1962612432,EISENBERG VLG OF THE LA            ,EISENBERG VILLAGE - ALC            ,0,18855 VICTORY BLVD,,RESEDA              ,Los Angeles,91335,8187743386,34.186626930808,-118.543921792202,Los Angeles County
-117.580007705,33.9631154360001,326,1063020329,BROOKE & SIMM INC                  ,EASTVALE MEADOWS                   ,0,6885 CEDAR CREEK RD,,CORONA              ,Riverside,92880,9515201074,33.963115436008,-117.580007704711,Riverside County
-117.708666985,33.6289313030001,327,1407443849     ,ELEONOR'S PLACE INC.               ,ELEONOR'S PLACE 1                  ,0,24152 JAGGER STREET,,LAKE FOREST         ,Orange,92630,9494724681,33.628931303336,-117.708666984788,Orange County
-118.377746622,34.1812776,328,1235750761,LEE & ELEANOR POSNER,ELEE RESIDENTIAL CARE 2,6,11323 CALVERT ST,,NORTH HOLLYWOOD,Los Angeles,91606,8189806040,34.181277600201,-118.377746622254,Los Angeles County
-117.679641963,33.6023627660001,329,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 2,6,24772 ARGUS DRIVE,,MISSION VIEJO,Orange,92691,9497163274,33.602362765745,-117.679641962833,Orange County
-117.686525433,33.607315339,330,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 4,6,24431 ZANDRA DRIVE,,MISSION VIEJO,Orange,92691,9497163274,33.607315338965,-117.686525433178,Orange County
-122.007397861,37.980731823,331,1467891515,ELIM SENIOR SERVICES LLC           ,ELIM ASSISTED LIVING               ,6,3653 WREN AVE,,CONCORD             ,Contra Costa,94519,8888188101,37.980731822541,-122.007397861223,Contra Costa County
-117.664626035,33.616176142,332,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 3,6,26711 VALPARISO DRIVE,,MISSION VIEJO,Orange,92691,9494666406,33.616176142179,-117.664626034752,Orange County
-118.380230683,34.0491000160001,333,1336760446,EILAT DAY CARE INC,EILAT'S MANOR,6,1621 S SHERBOURNE DRIVE,,LOS ANGELES,Los Angeles,90035,310-273-3133,34.049100016267,-118.380230683079,Los Angeles County
-121.963896203,37.961597614,334,1316386451,ELIM SENIOR SERVICES LLC           ,ELIM ASSISTED LIVING III           ,6,5126 CORAL COURT,,CONCORD             ,Contra Costa,94521,8888188101,37.961597613972,-121.963896202838,Contra Costa County
-118.515451652,34.259683683,335,1841900594,EMERALD SENIOR CARE INC,EMERALD SENIOR CARE INC,6,10401 ENCINO AVE,,GRANADA HILLS,Los Angeles,91344,424-421-4323,34.259683682704,-118.515451652238,Los Angeles County
-118.054643785,34.5661419470001,336,1376241968,ELWOOD HOME CARE LLC,ELWOOD HOME CARE LLC,6,4099 ELWOOD AVENUE,,PALMDALE,LOS ANGELES,93552,661-526-5950,34.566141946505,-118.054643784675,Los Angeles County
-121.792835808,37.9611036680001,337,1891469979,BASELINE ENTERPRISE-RYCROFT ENTERPRISE,ELIZABETH CARE HOMES 2,6,1840 KERN MOUNTAIN WAY,,ANTIOCH,Contra Costa,94531,9252380311,37.961103668418,-121.792835808263,Contra Costa County
-118.136861035,33.9068853970001,338,1144811738,TLT CARE ENTERPRISE LLC,EUROPEAN CHRISTIAN HOME,6,9249 DALBERG STREET,,BELLFLOWER,Los Angeles,90706,310-365-1357,33.906885396646,-118.136861034733,Los Angeles County
-121.231924464,38.7003571860001,339,1972990760,ESKATON FOUNTAINWOOD LODGE         ,ESKATON FOUNTAINWOOD LODGE         ,136,8773 OAK AVE,,ORANGEVALE          ,Sacramento,95662,9169882200,38.700357186003,-121.231924463637,Sacramento County
-117.25508306,34.047524093,340,1316499536,"EVERETT FOREST BOARD & CARE,       ","EVERETT FOREST BOARD & CARE,       ",6,11350 POPLAR STREET,,LOMA LINDA          ,San Bernardino,92354,9097993170,34.047524092741,-117.255083060477,San Bernardino County
-117.814997881,33.792591483,341,1013626274,EVERGREEN ADULT HOME CARE,EVERGREEN ADULT HOME CARE,6,362 N SWIDLER ST,,ORANGE,ORANGE,92869,951-893-0859,33.792591483236,-117.814997880634,Orange County
-121.294219942,38.5958024990001,342,1386304426,"EKANEM, UWEM",ELIZABETH CARE HOMES I,6,10609 CHARBONO WAY,,RANCHO CORDOVA,Sacramento,95670,9167542899,38.595802499259,-121.294219941503,Sacramento County
-117.35873225,34.4905508840001,343,1972953156,EVANS ELDERLY RESIDENTIAL          ,EVANS ELDERLY RESIDENTIAL          ,6,13947 CASTILLE ST,,VICTORVILLE         ,San Bernardino,92392,7602614241,34.490550884274,-117.35873225022,San Bernardino County
-118.345936545,34.1534612070001,344,1861653370,225 N. EVERGREEN INC               ,EVERGREEN RETIREMENT RES           ,99,225 N EVERGREEN STREET,,BURBANK             ,Los Angeles,91505,8188438268,34.153461206776,-118.345936545332,Los Angeles County
-119.891406689,36.8209760340001,345,1598268922,ANM DIVERSIFIED INC                ,EVERSPRING RETIREMENT HOME         ,6,5738 N LOLA AVE,,FRESNO              ,Fresno,93722,5593920393,36.820976034189,-119.891406688789,Fresno County
-118.100764201,34.554971552,346,1184342099,EXCELLENCE COMMUNITY REHABILITATION PROGRAM LLC,EXCELLENCE COMMUNITY RESIDENTIAL PROPERTIES,6,37025 LA CONTEMPO AVE,,PALMDALE,Los Angeles,93550,323-325-7061,34.554971551781,-118.10076420107,Los Angeles County
-121.296199244,38.636341825,347,1851588727,"FAIR OAKS ESTATES, INC             ",FAIR OAKS ESTATES                  ,106,8845 FAIR OAKS BLVD,,CARMICHAEL          ,Sacramento,95608,9169442077,38.636341825424,-121.296199244119,Sacramento County
-117.391938752,34.091734231,348,1750088605,FAIRVIEW LIVING LLC,FAIRVIEW LIVING LLC,10,1089 W HUFF ST,,RIALTO,San Bernardino,92376,646-523-8208,34.091734231492,-117.391938752212,San Bernardino County
-118.080928846,34.5585138700001,349,1093096000,EXCELLENT HOME CARE LLC,EXCELLENT HOME CARE II,6,37208 27TH STREET EAST,,PALMDALE,Los Angeles,93550,661-992-8054,34.558513869792,-118.0809288463,Los Angeles County
-117.663299096,33.592885557,350,1982007357,FAMILY CARE FOR ELDERLY INC        ,FAMILY CARE FOR ELDERLY INC        ,6,26741 PEPITA DR,,MISSION VIEJO       ,Orange,92691,9495890145,33.592885557373,-117.66329909566,Orange County
-118.317672013,34.040774481,351,1740850437,CREATIVE LIFESTYLES INC,FAITH MANOR,21,1832 SOUTH ARLINGTON AVE,,LOS ANGELES,Los Angeles,90019,3237372310,34.04077448139,-118.317672013453,Los Angeles County
-121.866849522,38.0006609710001,352,1467101964,FAM CARE HOMES LLC,FAM CARE HOMES LLC,6,1502 PEPPERTREE PLACE,,PITTSBURG,Contra Costa,94565,925-318-4903,38.000660970807,-121.866849522044,Contra Costa County
-117.196454414,33.828433423,353,1932809464,FEDELIA B DAIZ,FAMOUS HOME,6,26690 MCCLURE CT,,PERRIS,Riverside,92571,951-943-8762,33.828433423223,-117.196454413792,Riverside County
-117.655542902,34.113488413,354,1215562913,STATESIDE MEDICAL LLC,FIL-AM HOME FOR SENIORS IV,6,359 W LANGSTON STREET,,UPLAND,SAN BERNARDINO,91786-3128,714-408-8996,34.113488413446,-117.655542901557,San Bernardino County
-118.360879467,34.1649300810001,355,1972832657,TOLUCA LAKE MNGMNT CORP            ,FINE GOLD MANOR                    ,100,10537 MAGNOLIA BLVD,,NORTH HOLLYWOOD     ,Los Angeles,91601,8187615777,34.164930081072,-118.360879467037,Los Angeles County
-119.849514188,36.8215773520001,356,1740816230,FIVE STAR ASSISTED LIVING CORPORATION,FIVE STAR ASSISTED LIVING 2,6,5727 N HAZEL AVE,,FRESNO,Fresno,93711,5597183616,36.821577351923,-119.849514188175,Fresno County
-118.623292716,34.1702686830001,357,1881380590,FALLBROOK ASSISTED LIVING INC,FALLBROOK ASSISTED LIVING,6,5504 FALLBROOK AVE,,WOODLAND HILLS,LOS ANGELES,91367-4326,818-713-0447,34.170268682842,-118.623292715579,Los Angeles County
-117.72006049,34.121543166,358,1215562913,STATESIDE MEDICAL LLC              ,FIL-AM HOME FOR SENIORS 3          ,6,380 W BASELINE RD,,CLAREMONT           ,Los Angeles,91711,7144088996,34.121543165554,-117.720060489596,Los Angeles County
-119.83928483,36.8154524440001,359,1740816230,FIVE STAR ASSISTED LIVING CORP,FIVE STAR ASSISTED LIVING CORP,6,2573 W BARSTOW AVE,,FRESNO,Fresno,93711,5592838543,36.815452443815,-119.839284829721,Fresno County
-117.279318411,34.4127677870001,360,1881048148,MEDICO INVESTMENT LLC,FOREMOST SENIOR CAMPUS,96,17581 SULTANA ST,,HESPERIA,San Bernardino,92345,760-244-5579,34.412767786725,-117.279318411499,San Bernardino County
-118.082321583,33.866785534,361,1366619082,"FOUNDERS HOUSE OF HOPE, INC        ",FOUNDERS HOUSE OF HOPE             ,98,18025 PIONEER AVENUE,,ARTESIA             ,Los Angeles,90701,5628603351,33.866785533664,-118.082321583332,Los Angeles County
-117.878981139,33.7624714080001,362,1841074978,FLOWERS FAMILY CARE LLC,FLOWERS FAMILY CARE,6,1009 W 20TH STREET,,SANTA ANA,ORANGE,92706,949-274-0634,33.762471407541,-117.878981138523,Orange County
-117.978483549,33.6931298920001,363,1609431998     ,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SENIOR HOMES       ,0,18561 SANTA ISADORA,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.693129892318,-117.978483549309,Orange County
-117.950728637,33.706062666,364,1609431998,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SNR HOMES 2        ,6,17690 SAN VICENTE,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.706062666004,-117.950728637143,Orange County
-118.278807978,34.245462694,365,1427395094,FOOTHILL RETIREMENT OPERATOR       ,FOOTHILL RETIREMENT                ,72,6720 SAINT ESTABAN STREE,,TUJUNGA             ,Los Angeles,91042,8183532250,34.24546269432,-118.278807978276,Los Angeles County
-119.752458623,36.8332877930001,366,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #15,6,2099 E BURLINGAME AVE,,FRESNO,Fresno,93710,5594341839,36.833287792668,-119.752458622564,Fresno County
-117.967795365,33.7189094830001,367,1093474306,BTC SENIOR CARE LLC,FOUNTAIN GARDEN GUEST HOME,6,16803 MAPLE ST,,FOUNTAIN VALLEY,Orange,92708,7146007083,33.718909483272,-117.967795365475,Orange County
-118.397335801,34.168366619,368,1750650990,FOUR SEASONS ASSISTED              ,FOUR SEASONS ASSISTED LVG          ,49,12120 CHANDLER BLVD.,,NORTH HOLLYWOOD     ,Los Angeles,91607,5594865977,34.168366619464,-118.397335800527,Los Angeles County
-119.743560897,36.831130375,369,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #17,6,2568 E MENLO AVE,,FRESNO,Fresno,93710,559-434-1839,36.83113037461,-119.743560897067,Fresno County
-119.751362521,36.8310212420001,370,1306413471,XENCARE II INC,FRESNO GUEST HOME #19,6,2149 MENLO AVENUE,,FRESNO,FRESNO,93710,559-434-1839,36.831021242231,-119.751362521086,Fresno County
-119.738974655,36.833550691,371,1306413471,XENCARE II INC,FRESNO GUEST HOME #18,6,2804 E PALO ALTO AVE,,FRESNO,FRESNO,93710,559-434-1839,36.833550691061,-119.738974654925,Fresno County
-119.750367589,36.8356643970001,372,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #16,6,6859 N CHANCE AVE,,FRESNO,FRESNO,93710,559-434-1839,36.835664397495,-119.750367589179,Fresno County
-119.737373041,36.835072719,373,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME III              ,6,2878 E MAGILL,,FRESNO              ,Fresno,93710,5594342551,36.83507271895,-119.737373040867,Fresno County
-119.750265079,36.836449111,374,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME II               ,6,2214 E WARNER,,FRESNO              ,Fresno,93710,5594342551,36.83644911127,-119.750265078503,Fresno County
-119.75131969,36.8350572960001,375,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME IV               ,6,6817 NORTH ROWELL AVE,,FRESNO              ,Fresno,93710,5594341839,36.835057296248,-119.75131968956,Fresno County
-119.750101128,36.8308750200001,376,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME I                ,6,6538 NORTH CHANCE,,FRESNO              ,Fresno,93710,5594341839,36.83087501993,-119.750101128477,Fresno County
-119.746492132,36.833552787,377,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME IX               ,6,2410 E LOS ALTOS AVE,,FRESNO              ,Fresno,93710,5594341839,36.833552786537,-119.746492132426,Fresno County
-119.739485867,36.8350759460001,378,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME V                ,6,2776 EAST MAGILL AVE,,FRESNO              ,Fresno,93710,5594341839,36.835075945982,-119.7394858672,Fresno County
-119.749905579,36.8327637140001,379,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME VII              ,6,2228 E LOS ALTOS AVE,,FRESNO              ,Fresno,93710,5594341839,36.832763714172,-119.749905578676,Fresno County
